,Landcover,Class,20140101_20140331,20140401_20140630,20140701_20140930,20141001_20141231,20150101_20150331,20150401_20150630,20150701_20150930,20151001_20151231,20160101_20160331,20160401_20160630,20160701_20160930,20161001_20161231,20170101_20170331,20170401_20170630,20170701_20170930,20171001_20171231,20180101_20180331,20180401_20180630,20180701_20180930,20181001_20181231,20190101_20190331,20190401_20190630,20190701_20190930,20191001_20191231,20200101_20200331,20200401_20200630,20200701_20200930,20201001_20201231,20210101_20210331,20210401_20210630,20210701_20210930,20211001_20211231,20220101_20220331,20220401_20220630,20220701_20220930,20221001_20221231,20230101_20230331,20230401_20230630,20230701_20230930
32,Hutan,1,-0.013842127,-0.014937997,-0.015161637,,0.330107053,-0.022670572,-0.015751731,,,,-0.022604194,,,0.287499563,-0.011897425,,-0.010983302,-0.020616971,-0.015041795,-0.01863731,,-0.026115755,-0.023390743,0.000751457,,,-0.020918501,0.203727823,,-0.026448499,-0.020973211,,,,-0.024401188,,,-0.01966788,-0.021891792
33,Hutan,1,-0.019392752,-0.014436727,-0.024542946,,0.341635899,-0.027079825,-0.025075964,,-0.031319146,,-0.027247492,,,0.2656425,-0.020979807,-0.020961214,-0.017184465,-0.025558345,-0.028009814,-0.023126041,,-0.026281345,-0.033180058,-0.019571706,,-0.026580677,-0.030111989,0.202433515,-0.031871089,-0.032673791,-0.026938801,,,,-0.026929329,,,-0.019731885,-0.031346147
34,Hutan,1,-0.019061678,-0.012870849,-0.019440528,-0.021338948,0.116683537,-0.022513147,-0.016790456,-0.016889602,-0.03025317,-0.01991486,-0.025122288,,-0.026432676,-0.02712607,-0.026479041,-0.022150918,-0.013505841,-0.021192634,-0.01661684,-0.02625604,,-0.030687488,-0.027041137,-0.024085604,-0.020653652,-0.026848172,-0.031737195,0.302895793,,-0.028970202,-0.032579969,-0.024483718,-0.020894323,,-0.02355264,,-0.028233259,-0.019950309,-0.025479148
35,Hutan,1,-0.013708919,-0.017928406,-0.017235224,,0.300623281,-0.02550227,-0.01385327,,-0.01611717,-0.019915357,-0.022597309,,-0.027316595,-0.019295945,-0.018058468,,,-0.023039831,-0.023652245,-0.019373194,,-0.024548474,-0.024252527,-0.014601459,,-0.051584858,-0.015856983,0.166447621,,-0.017671701,-0.016411284,,-0.010950076,,-0.01771969,,,,-0.018640085
36,Hutan,1,-0.020287896,-0.021592688,-0.019095739,,0.347263021,-0.023476061,-0.026065542,,-0.017109662,-0.020518135,-0.02870099,,,0.268237542,-0.024227982,,-0.018085398,-0.021737793,-0.025248329,-0.019010786,,-0.028271153,-0.020444597,-0.016624624,,-0.025254737,-0.021103192,0.240527734,,-0.01926297,-0.022976884,,-0.014644027,,-0.020852096,,,-0.016889341,-0.022842871
37,Hutan,1,-0.013900227,-0.019623175,-0.016009665,,0.317759961,-0.020421542,-0.01550856,,-0.015494602,-0.020346233,-0.024378356,,,0.282586204,-0.019034002,-0.019777036,,-0.020405919,-0.021816234,-0.016405969,,-0.024610503,-0.023620199,-0.01461396,,-0.018462425,-0.017696086,0.103351558,,-0.018061568,-0.017390247,,-0.010145976,,-0.01660421,,,-0.037319476,-0.017680175
38,Hutan,1,-0.014208628,,-0.01850957,,0.329745792,-0.024424309,-0.01805345,-0.014751345,,-0.014763602,,,-0.017492196,-0.023347304,-0.020992456,-0.019457529,-0.011668319,-0.023232786,-0.022438257,-0.019645845,,-0.027503222,-0.026600387,-0.01568177,,-0.024900821,-0.021968081,0.092220723,,-0.025375917,-0.020045302,,-0.011445153,,-0.020465637,,,-0.019465504,-0.029355508
39,Hutan,1,-0.01647489,,-0.018380467,,0.29846924,-0.022377476,-0.016008138,,-0.021700188,-0.020543721,-0.027459849,,-0.010211449,-0.022850566,-0.020439813,,-0.012826049,-0.021675756,-0.021168095,-0.018646231,,-0.01639786,-0.026212191,-0.019036105,,-0.019694962,-0.016540406,0.141324629,,-0.018856963,-0.011203796,,-0.015911988,,-0.018133892,,,-0.021852602,-0.025868769
40,Hutan,1,-0.0177808,,-0.025355928,,0.270626781,-0.024165326,-0.016547563,-0.019962137,-0.015260189,-0.025347987,,,-0.016824322,0.249964251,-0.016281152,-0.020790437,-0.01886136,-0.023579035,-0.025902498,-0.017766483,,-0.030006791,-0.022389624,-0.017151759,,-0.015432469,-0.019429898,0.191291057,,-0.023722005,-0.016474694,,-0.012212781,,-0.036847944,,-0.00835957,-0.019952353,-0.022383549
41,Hutan,1,-0.011799335,,-0.013472979,,0.287642215,-0.013324964,-0.006844031,,,-0.02269328,,,,0.244254188,-0.014120464,,-0.008070936,-0.014282273,-0.017257392,-0.014001762,,-0.014404762,-0.015495757,-0.01502488,,-0.018113042,-0.01180018,0.13903523,,-0.010988143,-0.008661646,,-0.006915918,,-0.007887227,,,-0.039481301,-0.013619666
42,Hutan,1,-0.013020167,,-0.015975319,,0.172725795,-0.019085263,-0.014461851,,,-0.021789866,,,,0.238582303,-0.019923495,,-0.016182094,-0.024831553,-0.03391275,-0.016675781,,-0.025460705,-0.022233101,-0.018167591,,-0.021648694,-0.02027569,0.140497534,,-0.024019288,-0.019652251,-0.016753753,-0.01536015,,-0.018929301,,,-0.019935789,-0.024590716
43,Hutan,1,-0.018838138,-0.019439165,-0.018062499,,0.206931566,-0.026004728,-0.020471163,,,-0.032814798,-0.02775137,,,0.370585099,-0.026012997,,-0.013533875,-0.02579615,-0.026425138,-0.020187259,,-0.023465043,-0.028163724,-0.017588996,,-0.026670417,-0.023221644,0.186051024,,-0.02285753,-0.010569664,,-0.015763267,,-0.027567514,,,-0.019974264,-0.022329779
44,Hutan,1,-0.018401829,-0.018431331,-0.013085965,,0.280801807,-0.02448748,-0.017590356,,,,-0.022067084,,,0.305148036,-0.021420567,,-0.019726443,-0.021786455,-0.02448176,-0.022683228,,,-0.025561333,,,-0.032044877,-0.023341879,0.15607321,,-0.023829781,,,-0.02125852,,-0.022900675,,,,-0.029269412
45,Hutan,1,-0.011153532,,-0.016205226,,0.317500043,-0.024583031,-0.01363782,,,,-0.015759353,,,0.18147389,-0.019711197,,-0.012104056,-0.024229565,-0.018594451,-0.014843022,,-0.025567628,-0.023439151,-0.013744577,,-0.02587207,-0.015779487,0.104032118,,-0.020794671,-0.019570112,,,,-0.01731865,,,,-0.022948935
46,Hutan,1,-0.009213705,-0.018691469,-0.015597806,,,-0.020073433,-0.014287333,,,,-0.021129126,,,0.186992417,-0.017643121,,-0.014626835,-0.019817617,-0.013863281,-0.014328341,,-0.022535605,-0.023077203,-0.015797617,,-0.021958032,-0.014740994,0.199607684,,-0.018521798,-0.023953716,,,,-0.014722505,,,-0.017431145,-0.020816506
47,Hutan,1,-0.007115036,-0.000157876,-0.00813022,,0.146725161,-0.005071066,-0.011635551,-0.006871681,,,,,-0.018440606,0.00015661,-0.002872773,-0.004530987,-0.007697648,-0.011773078,-0.004756137,-0.007230092,,-0.003926355,-0.004492384,-0.007343614,,,-0.006552945,0.194807178,,-0.001324693,-0.003453908,,-0.009245281,,-0.005283061,,-0.010820017,,-0.005786295
48,Hutan,1,-0.020830511,-0.019483013,-0.035835084,,0.21416248,-0.020730797,-0.014954457,,,,-0.022436275,,-0.029399989,0.095336942,-0.022041343,,-0.017825659,-0.019196056,-0.024848896,-0.021287472,,-0.028685275,-0.027575392,,,,-0.020705971,0.196523117,,-0.021002432,-0.025248997,,,,-0.018072682,,-0.035065042,-0.018584477,-0.023474869
49,Hutan,1,-0.020824799,-0.02441728,-0.024452959,-0.023300886,0.24976533,-0.017617675,-0.022515039,-0.024907993,-0.021400362,,-0.027093787,,-0.026701592,-0.024116016,-0.020145864,,,-0.01851471,-0.016507559,-0.021975188,,-0.028000485,-0.020002255,-0.021550314,,-0.024414807,-0.021024977,0.231537445,,-0.023681075,-0.024424573,,,,-0.021208544,,,-0.018250311,-0.020808953
50,Hutan,1,-0.01047908,-0.010125944,-0.015229995,,0.239341134,-0.009561161,-0.000426,,,,-0.017634141,,-0.025226155,0.118104775,,-0.024171796,,-0.016709744,-0.007881306,-0.015471608,,-0.021307665,-0.021500356,-0.018203151,,-0.011221516,-0.024161654,0.320418011,,-0.013917262,-0.009347974,,-0.022239,,-0.010117305,,,-0.009722444,-0.019522489
51,Hutan,1,-0.011250812,-0.014729845,-0.018340351,,0.179805984,-0.022240662,-0.006293538,,,,-0.027998874,,-0.029503852,-0.027650524,-0.025034976,-0.025456822,,-0.027007495,-0.026504986,-0.018372362,,-0.024121105,-0.029530201,,,-0.021079978,-0.027891555,0.304480165,,-0.023120613,-0.042968448,,,,-0.020923626,,,-0.025459638,-0.02736295
52,Hutan,1,,-0.014618875,-0.02303361,,0.174532787,-0.025373217,-0.022412995,-0.017439287,-0.011537932,-0.030681038,-0.015087765,,-0.027868172,-0.025412651,-0.022377911,-0.020702478,-0.025282062,-0.023408025,-0.019100716,-0.017588616,,-0.02514065,-0.029456318,-0.016396701,,-0.026612952,-0.019453406,0.212856328,,-0.017431373,-0.022112938,,,,-0.021393027,,,-0.018542468,-0.026921862
53,Hutan,1,,-0.002679022,-0.010742622,-0.019777755,0.135126025,-0.006593961,-0.009525515,-0.012506906,-0.014167707,,-0.014409105,,,-0.001975232,-0.01076179,-0.019509495,-0.026768511,-0.005188451,0.001009691,-0.016526433,,-0.010029909,-0.013543158,-0.017939286,,-0.008867977,-0.011718136,0.322826518,,-0.005529247,-0.010677741,,-0.015564711,,-0.006151109,,,-0.001313242,-0.01104495
54,Hutan,1,-0.012118239,-0.01776379,-0.020074182,,0.038206208,-0.025725092,-0.02218491,-0.010410798,-0.007006105,,-0.022183071,,-0.024101877,0.147460012,-0.026620621,-0.021856586,,-0.024180989,-0.022323027,-0.01464615,,-0.028469139,-0.029359021,-0.016352472,,-0.025659208,-0.03216615,0.278474307,,-0.026141928,-0.028319417,,,,-0.026885806,,,-0.022525682,-0.027237813
55,Hutan,1,,-0.003067057,-0.002863546,,-0.009998347,-0.000418135,-0.001272084,-0.005942666,-0.003715233,-0.033052409,-0.004510306,-0.008986502,-0.011604209,-0.001367441,-0.001218048,-0.009804383,,-0.0047964,-0.002426418,-0.007157649,,-0.003224983,-0.003586588,-0.004382925,-0.004164337,-0.006586214,-0.001640976,0.226675326,,-0.004053324,-0.004092143,-0.016521421,0.000187855,,-0.002590313,,-0.002768544,-0.002317556,-0.003140748
56,Hutan,1,,-0.015365639,-0.013532075,,-0.01623668,-0.068419606,-0.016069768,0.009696851,-0.011998598,-0.018634237,-0.014357055,-0.017343414,-0.023427106,0.195905355,-0.010937986,-0.016688891,-0.008044819,-0.00459925,-0.005555298,-0.014678131,,-0.010664455,-0.010822907,-0.018240599,,-0.012491079,-0.013736715,0.215156626,,-0.007917478,-0.014006206,,-0.013591382,,-0.01025874,,-0.013265502,-0.003761483,-0.013293051
